Type,Brand,Model,Benchmark,GPU_Model_Type,VRAM_Size,GPU_Model_Tier,URL
GPU,AMD,FirePro M5100 (FireGL V),9.91,FIREPRO,,5100,https://gpu.userbenchmark.com/SpeedTest/12267/AMD-FirePro-M5100-FireGL-V
GPU,Nvidia,GTX 745 (OEM),9.85,GTX,,745,https://gpu.userbenchmark.com/Nvidia-GTX-745-OEM/Rating/2638
GPU,Nvidia,GeForce GTX 570M,9.48,GEFORCE,,570,https://gpu.userbenchmark.com/SpeedTest/10161/NVIDIA-GeForce-GTX-570M
GPU,Nvidia,GeForce GTX 645,9.45,GEFORCE,,645,https://gpu.userbenchmark.com/SpeedTest/8982/NVIDIA-GeForce-GTX-645
GPU,AMD,Radeon HD 7800M,9.36,RADEON,,7800,https://gpu.userbenchmark.com/SpeedTest/10077/AMD-Radeon-HD-7800M
GPU,Nvidia,GeForce GT 755M,9.33,GEFORCE,,755,https://gpu.userbenchmark.com/SpeedTest/7727/NVIDIA-GeForce-GT-755M
GPU,Nvidia,GeForce GTX 285,9.29,GEFORCE,,285,https://gpu.userbenchmark.com/SpeedTest/7733/NVIDIA-GeForce-GTX-285
GPU,ATI,HD 4870,9.24,,,4870,https://gpu.userbenchmark.com/SpeedTest/7788/ATI-Radeon-HD-4800
GPU,Intel,Iris Plus G7,9.22,,,,https://gpu.userbenchmark.com/SpeedTest/888370/IntelR-IrisR-Plus-Graphics
GPU,Nvidia,GeForce GTX 480M,9.19,GEFORCE,,480,https://gpu.userbenchmark.com/SpeedTest/20276/NVIDIA-GeForce-GTX-480M
GPU,Intel,Iris 550 (Mobile Skylake),9.18,,,550,https://gpu.userbenchmark.com/SpeedTest/129148/IntelR-IrisTM-Graphics-550
GPU,ATI,FirePro V5800 (FireGL V),9.15,FIREPRO,,5800,https://gpu.userbenchmark.com/SpeedTest/12336/ATI-FirePro-V5800-FireGL-V
GPU,Nvidia,GTX 275,9.02,GTX,,275,https://gpu.userbenchmark.com/Nvidia-GTX-275/Rating/3261
GPU,Nvidia,GTX 940M,9.0,GTX,,940,https://gpu.userbenchmark.com/SpeedTest/28796/NVIDIA-GeForce-940M
GPU,Nvidia,MX130,8.96,,,130,https://gpu.userbenchmark.com/SpeedTest/439531/NVIDIA-GeForce-MX130
GPU,ATI,Radeon HD 4850-X2,8.83,RADEON,,4850,https://gpu.userbenchmark.com/SpeedTest/11246/ATI-Radeon-HD-4850-X2
GPU,ATI,Radeon HD 4850,8.79,RADEON,,4850,https://gpu.userbenchmark.com/SpeedTest/7790/ATI-Radeon-HD-4800
GPU,Nvidia,GeForce 840M,8.69,GEFORCE,,840,https://gpu.userbenchmark.com/SpeedTest/8643/NVIDIA-GeForce-840M
GPU,AMD,Mobility Radeon HD 5870,8.63,RADEON,,5870,https://gpu.userbenchmark.com/SpeedTest/8764/AMD-Mobility-Radeon-HD-5800
GPU,Nvidia,940MX,8.62,,,940,https://gpu.userbenchmark.com/SpeedTest/88506/NVIDIA-GeForce-940MX
GPU,Nvidia,GTX 550-Ti,8.61,GTX,,GTX 550-Ti,https://gpu.userbenchmark.com/Nvidia-GTX-550-Ti/Rating/3161
GPU,Intel, Iris Plus 650 (Mobile Kaby Lake),8.55,,,650,https://gpu.userbenchmark.com/SpeedTest/367939/IntelR-IrisR-Plus-Graphics-650
GPU,ATI,Radeon HD 4800,8.48,RADEON,,4800,https://gpu.userbenchmark.com/SpeedTest/8124/ATI-Radeon-HD-4800
GPU,Nvidia,GeForce GTX 280,8.47,GEFORCE,,280,https://gpu.userbenchmark.com/SpeedTest/8413/NVIDIA-GeForce-GTX-280
GPU,AMD,HD 5750,8.36,,,5750,https://gpu.userbenchmark.com/SpeedTest/7753/AMD-Radeon-HD-5700
GPU,Nvidia,Quadro 4000M,8.27,QUADRO,,4000,https://gpu.userbenchmark.com/SpeedTest/11532/NVIDIA-Quadro-4000M
GPU,Nvidia,Quadro FX 5800,8.26,QUADRO,,5800,https://gpu.userbenchmark.com/SpeedTest/10447/NVIDIA-Quadro-FX-5800
GPU,Nvidia,GTX 650,8.18,GTX,,650,https://gpu.userbenchmark.com/Nvidia-GTX-650/Rating/3154
GPU,AMD,Radeon HD 6700,8.04,RADEON,,6700,https://gpu.userbenchmark.com/SpeedTest/9272/AMD-Radeon-HD-6700
GPU,AMD,R7 250,7.91,,,250,https://gpu.userbenchmark.com/SpeedTest/8217/AMD-Radeon-R7-200
GPU,Nvidia,930MX,7.91,,,930,https://gpu.userbenchmark.com/SpeedTest/155423/NVIDIA-GeForce-930MX
GPU,AMD,R7 250E,7.89,,,250,https://gpu.userbenchmark.com/SpeedTest/8884/AMD-Radeon-R7-200
GPU,AMD,HD 7750,7.8,,,7750,https://gpu.userbenchmark.com/SpeedTest/7709/AMD-Radeon-HD-7700
GPU,Intel,UHD Graphics 770,7.71,,,770,https://gpu.userbenchmark.com/SpeedTest/1701638/IntelR-UHD-Graphics-770
GPU,ATI,Radeon HD 4770,7.69,RADEON,,4770,https://gpu.userbenchmark.com/SpeedTest/8796/ATI-Radeon-HD-4770
GPU,AMD,RX Vega 6 (Ryzen iGPU),7.68,RX,,,https://gpu.userbenchmark.com/SpeedTest/511817/AMD-RadeonTM-Vega-6-Graphics
GPU,Nvidia,GeForce GT 750M,7.68,GEFORCE,,750,https://gpu.userbenchmark.com/SpeedTest/7928/NVIDIA-GeForce-GT-750M
GPU,Nvidia,Quadro K3000M,7.55,QUADRO,,3000,https://gpu.userbenchmark.com/SpeedTest/8326/NVIDIA-Quadro-K3000M
GPU,Intel,Iris 540 (Mobile Skylake),7.52,,,540,https://gpu.userbenchmark.com/SpeedTest/37386/IntelR-IrisTM-Graphics-540
GPU,Nvidia,GeForce 9800 GTX,7.51,GEFORCE,,9800,https://gpu.userbenchmark.com/SpeedTest/8342/NVIDIA-GeForce-9800-GTX9800-GTX-
GPU,Intel,Iris Plus 640 (Mobile Kaby Lake),7.49,,,640,https://gpu.userbenchmark.com/SpeedTest/262015/IntelR-IrisTM-Plus-Graphics-640
GPU,Nvidia,GeForce GT 740,7.43,GEFORCE,,740,https://gpu.userbenchmark.com/SpeedTest/13294/NVIDIA-GeForce-GT-740
GPU,AMD,Radeon HD 7700M,7.4,RADEON,,7700,https://gpu.userbenchmark.com/SpeedTest/11261/AMD-Radeon-HD-7700M
GPU,Nvidia,GeForce GTS 450,7.38,GEFORCE,,450,https://gpu.userbenchmark.com/SpeedTest/7762/NVIDIA-GeForce-GTS-450
GPU,Nvidia,GeForce GTX 560M,7.32,GEFORCE,,560,https://gpu.userbenchmark.com/SpeedTest/7964/NVIDIA-GeForce-GTX-560M
GPU,Nvidia,GTX 260,7.31,GTX,,260,https://gpu.userbenchmark.com/Nvidia-GTX-260/Rating/3160
GPU,Nvidia,Quadro K2000,7.28,QUADRO,,2000,https://gpu.userbenchmark.com/SpeedTest/8356/NVIDIA-Quadro-K2000
GPU,Nvidia,Quadro 4000,7.28,QUADRO,,4000,https://gpu.userbenchmark.com/SpeedTest/7693/NVIDIA-Quadro-4000
GPU,ATI,FirePro M7740,7.26,FIREPRO,,7740,https://gpu.userbenchmark.com/SpeedTest/8759/ATI-FirePro-M7740
GPU,Nvidia,GTX 660M,7.26,GTX,,660,https://gpu.userbenchmark.com/SpeedTest/7749/NVIDIA-GeForce-GTX-660M
GPU,AMD,FirePro M4000,7.25,FIREPRO,,4000,https://gpu.userbenchmark.com/SpeedTest/8394/AMD-FirePro-M4000
GPU,AMD,FirePro V5900 (FireGL V),7.13,FIREPRO,,5900,https://gpu.userbenchmark.com/SpeedTest/10203/AMD-FirePro-V5900-FireGL-V
GPU,Nvidia,GeForce 8800 GTS-512,7.11,GEFORCE,,8800,https://gpu.userbenchmark.com/SpeedTest/8016/NVIDIA-GeForce-8800-GTS-512
GPU,AMD,Mobility Radeon HD 5850,7.08,RADEON,,5850,https://gpu.userbenchmark.com/SpeedTest/8789/AMD-Mobility-Radeon-HD-5800
GPU,Nvidia,GeForce GT 745M,7.0,GEFORCE,,745,https://gpu.userbenchmark.com/SpeedTest/8211/NVIDIA-GeForce-GT-745M
GPU,Nvidia,GeForce GTS 250,6.99,GEFORCE,,250,https://gpu.userbenchmark.com/SpeedTest/7741/NVIDIA-GeForce-GTS-250
GPU,Nvidia,Quadro FX 3800M,6.96,QUADRO,,3800,https://gpu.userbenchmark.com/SpeedTest/9394/NVIDIA-Quadro-FX-3800M
GPU,Nvidia,Quadro K2100M,6.85,QUADRO,,2100,https://gpu.userbenchmark.com/SpeedTest/7811/NVIDIA-Quadro-K2100M
GPU,Intel,UHD Graphics 750,6.83,,,750,https://gpu.userbenchmark.com/SpeedTest/1498842/IntelR-UHD-Graphics-750
GPU,AMD,FirePro V4900,6.68,FIREPRO,,4900,https://gpu.userbenchmark.com/AMD-FirePro-V4900/Rating/2843
GPU,AMD,Radeon  530,6.64,RADEON,,530,https://gpu.userbenchmark.com/SpeedTest/375394/Radeon-TM-530
GPU,Nvidia,GeForce GTX 280M,6.57,GEFORCE,,280,https://gpu.userbenchmark.com/SpeedTest/13363/NVIDIA-GeForce-GTX-280M
GPU,Nvidia,GeForce GTS 240,6.56,GEFORCE,,240,https://gpu.userbenchmark.com/SpeedTest/8940/NVIDIA-GeForce-GTS-240
GPU,Nvidia,GeForce 830M,6.5,GEFORCE,,830,https://gpu.userbenchmark.com/SpeedTest/25102/NVIDIA-GeForce-830M
GPU,Nvidia,GeForce GT 650M,6.5,GEFORCE,,650,https://gpu.userbenchmark.com/SpeedTest/7754/NVIDIA-GeForce-GT-650M
GPU,Intel,Iris Pro HD 5200 (V1 Mobile 1.15 GHz),6.46,,,5200,https://gpu.userbenchmark.com/SpeedTest/8009/IntelR-IrisTM-Pro-Graphics-5200
GPU,Nvidia,GeForce GT 640,6.45,GEFORCE,,640,https://gpu.userbenchmark.com/SpeedTest/7731/NVIDIA-GeForce-GT-640
GPU,Nvidia,GeForce GTX 285M,6.43,GEFORCE,,285,https://gpu.userbenchmark.com/SpeedTest/10715/NVIDIA-GeForce-GTX-285M
GPU,AMD,HD 7730,6.43,,,7730,https://gpu.userbenchmark.com/SpeedTest/8038/AMD-Radeon-HD-7700
GPU,Nvidia,GeForce GTX 460M,6.41,GEFORCE,,460,https://gpu.userbenchmark.com/SpeedTest/8234/NVIDIA-GeForce-GTX-460M
GPU,Nvidia,Quadro FX 3800,6.37,QUADRO,,3800,https://gpu.userbenchmark.com/SpeedTest/7804/NVIDIA-Quadro-FX-3800
GPU,Nvidia,GeForce 8800 Ultra,6.36,GEFORCE,,8800,https://gpu.userbenchmark.com/SpeedTest/14944/NVIDIA-GeForce-8800-Ultra
GPU,AMD,Radeon HD 8570,6.25,RADEON,,8570,https://gpu.userbenchmark.com/SpeedTest/9843/AMD-Radeon-HD-8570
GPU,Nvidia,MX110,6.16,,,110,https://gpu.userbenchmark.com/SpeedTest/499472/NVIDIA-GeForce-MX110
GPU,Intel,Iris Plus G4,6.14,,,,https://gpu.userbenchmark.com/SpeedTest/921079/IntelR-IrisR-Plus-Graphics
GPU,AMD,Radeon  HD 6770M,6.12,RADEON,,6770,https://gpu.userbenchmark.com/SpeedTest/7746/Radeon-TM-HD-6770M
GPU,Intel,Iris Pro HD 6100 (Mobile),6.03,,,6100,https://gpu.userbenchmark.com/SpeedTest/25925/IntelR-IrisTM-Pro-Graphics-6100
GPU,AMD,Radeon HD 6670,6.01,RADEON,,6670,https://gpu.userbenchmark.com/SpeedTest/7738/AMD-Radeon-HD-6670
GPU,Nvidia,GeForce 8800 GT,5.98,GEFORCE,,8800,https://gpu.userbenchmark.com/SpeedTest/7722/NVIDIA-GeForce-8800-GT
GPU,AMD,Radeon HD 6730M,5.92,RADEON,,6730,https://gpu.userbenchmark.com/SpeedTest/9168/AMD-Radeon-HD-6730M
GPU,AMD,Radeon R7 Graphics,5.92,RADEON,,Radeon R7 Graphics,https://gpu.userbenchmark.com/SpeedTest/8791/AMD-RadeonTM-R7-Graphics
GPU,Intel,UHD Graphics 730,5.92,,,730,https://gpu.userbenchmark.com/SpeedTest/1500304/IntelR-UHD-Graphics-730
GPU,Nvidia,GeForce GT 635,5.88,GEFORCE,,635,https://gpu.userbenchmark.com/SpeedTest/8246/NVIDIA-GeForce-GT-635
GPU,Intel,HD 6000 (Mobile),5.88,,,6000,https://gpu.userbenchmark.com/SpeedTest/24946/IntelR-HD-Graphics-6000
GPU,Nvidia,Quadro 2000,5.88,QUADRO,,2000,https://gpu.userbenchmark.com/SpeedTest/7708/NVIDIA-Quadro-2000
GPU,Intel,Iris Pro HD 5200 (V2 Mobile 1.2 GHz),5.87,,,5200,https://gpu.userbenchmark.com/SpeedTest/8190/IntelR-IrisTM-Pro-Graphics-5200
GPU,Nvidia,GeForce GT 740M,5.85,GEFORCE,,740,https://gpu.userbenchmark.com/SpeedTest/7671/NVIDIA-GeForce-GT-740M
GPU,ATI,Radeon HD 3870,5.79,RADEON,,3870,https://gpu.userbenchmark.com/SpeedTest/7879/ATI-Radeon-HD-3870
GPU,AMD,Radeon HD 6700M,5.77,RADEON,,6700,https://gpu.userbenchmark.com/SpeedTest/7769/AMD-Radeon-HD-6700M
GPU,Nvidia,920MX,5.76,,,920,https://gpu.userbenchmark.com/SpeedTest/167104/NVIDIA-GeForce-920MX
GPU,Nvidia,Quadro FX 3700M,5.68,QUADRO,,3700,https://gpu.userbenchmark.com/SpeedTest/10184/NVIDIA-Quadro-FX-3700M
GPU,Nvidia,GeForce 8800 GTX,5.65,GEFORCE,,8800,https://gpu.userbenchmark.com/SpeedTest/9271/NVIDIA-GeForce-8800-GTX
GPU,Nvidia,Quadro 3000M,5.63,QUADRO,,3000,https://gpu.userbenchmark.com/SpeedTest/8172/NVIDIA-Quadro-3000M
GPU,Nvidia,GeForce GT 545,5.63,GEFORCE,,545,https://gpu.userbenchmark.com/SpeedTest/9908/NVIDIA-GeForce-GT-545
GPU,AMD,Radeon HD 7670,5.6,RADEON,,7670,https://gpu.userbenchmark.com/SpeedTest/8206/AMD-Radeon-HD-7670
GPU,ATI,FirePro V4800 (FireGL V),5.59,FIREPRO,,4800,https://gpu.userbenchmark.com/SpeedTest/9332/ATI-FirePro-V4800-FireGL-V
GPU,Nvidia,Quadro K2000M,5.57,QUADRO,,2000,https://gpu.userbenchmark.com/SpeedTest/8574/NVIDIA-Quadro-K2000M
GPU,AMD,Radeon HD 5670,5.53,RADEON,,5670,https://gpu.userbenchmark.com/SpeedTest/8110/AMD-Radeon-HD-5670
GPU,ATI,Mobility Radeon HD 3870-X2 (Crossfire Disabled),5.49,RADEON,,3870,https://gpu.userbenchmark.com/SpeedTest/10185/ATI-Mobility-Radeon-HD-3870-X2
GPU,AMD,R7 240,5.44,,,240,https://gpu.userbenchmark.com/SpeedTest/8608/AMD-Radeon-R7-200
GPU,Nvidia,GeForce 9800 GT,5.44,GEFORCE,,9800,https://gpu.userbenchmark.com/SpeedTest/7716/NVIDIA-GeForce-9800-GT
GPU,AMD,Radeon HD 8650G,5.41,RADEON,,8650,https://gpu.userbenchmark.com/SpeedTest/7910/AMD-Radeon-HD-8650G
GPU,Nvidia,Quadro K1100M,5.37,QUADRO,,1100,https://gpu.userbenchmark.com/SpeedTest/10244/NVIDIA-Quadro-K1100M
GPU,AMD,Radeon HD 7570,5.28,RADEON,,7570,https://gpu.userbenchmark.com/SpeedTest/9639/AMD-Radeon-HD-7570
GPU,Intel,UHD G1,5.24,,,,https://gpu.userbenchmark.com/SpeedTest/895409/IntelR-UHD-Graphics
GPU,Intel,UHD Graphics 630 (Desktop Coffee Lake i5 i7),5.19,,,630,https://gpu.userbenchmark.com/SpeedTest/356797/IntelR-UHD-Graphics-630
GPU,AMD,Radeon HD 8670D,5.15,RADEON,,8670,https://gpu.userbenchmark.com/SpeedTest/8025/AMD-Radeon-HD-8670D
GPU,Nvidia,Quadro FX 2800M,5.14,QUADRO,,2800,https://gpu.userbenchmark.com/SpeedTest/8137/NVIDIA-Quadro-FX-2800M
GPU,Nvidia,GeForce GT 640M,5.13,GEFORCE,,640,https://gpu.userbenchmark.com/SpeedTest/8030/NVIDIA-GeForce-GT-640M
GPU,ATI,Radeon HD 3800,5.09,RADEON,,3800,https://gpu.userbenchmark.com/SpeedTest/8529/ATI-Radeon-HD-3800
GPU,Intel,HD 630 (Desktop Kaby Lake),5.08,,,630,https://gpu.userbenchmark.com/SpeedTest/178724/IntelR-HD-Graphics-630
GPU,Nvidia,GeForce 8800 GS,5.04,GEFORCE,,8800,https://gpu.userbenchmark.com/SpeedTest/7976/NVIDIA-GeForce-8800-GS
GPU,Nvidia,Quadro 2000M,5.03,QUADRO,,2000,https://gpu.userbenchmark.com/SpeedTest/7776/NVIDIA-Quadro-2000M
GPU,Nvidia,Quadro FX 3700,5.02,QUADRO,,3700,https://gpu.userbenchmark.com/SpeedTest/10901/NVIDIA-Quadro-FX-3700
GPU,AMD,Radeon HD 7660D,5.0,RADEON,,7660,https://gpu.userbenchmark.com/SpeedTest/7929/AMD-Radeon-HD-7660D
GPU,AMD,Radeon HD 6750M,4.98,RADEON,,6750,https://gpu.userbenchmark.com/SpeedTest/7834/AMD-Radeon-HD-6750M
GPU,AMD,Radeon 520,4.96,RADEON,,520,https://gpu.userbenchmark.com/SpeedTest/329613/RadeonTM-520
GPU,AMD,RX Vega 3 (Ryzen iGPU),4.95,RX,,RX Vega 3 (Ryzen iGPU),https://gpu.userbenchmark.com/SpeedTest/511366/AMD-RadeonTM-Vega-3-Mobile-Graphics
GPU,Intel,HD P530 (Server Skylake),4.88,,,530,https://gpu.userbenchmark.com/SpeedTest/41039/IntelR-HD-Graphics-P530
GPU,Intel,UHD Graphics 630 (Desktop Coffee Lake i3),4.88,,,630,https://gpu.userbenchmark.com/SpeedTest/359294/IntelR-UHD-Graphics-630
GPU,Nvidia,GeForce GT 730,4.87,GEFORCE,,730,https://gpu.userbenchmark.com/SpeedTest/12582/NVIDIA-GeForce-GT-730
GPU,Nvidia,GeForce GT 445M,4.83,GEFORCE,,445,https://gpu.userbenchmark.com/SpeedTest/17578/NVIDIA-GeForce-GT-445M
GPU,Nvidia,GeForce GTX 260M,4.8,GEFORCE,,260,https://gpu.userbenchmark.com/SpeedTest/7979/NVIDIA-GeForce-GTX-260M
GPU,Intel,UHD Graphics 620 (Mobile Kaby Lake R),4.8,,,620,https://gpu.userbenchmark.com/SpeedTest/320744/IntelR-UHD-Graphics-620
GPU,AMD,Radeon HD 6570,4.76,RADEON,,6570,https://gpu.userbenchmark.com/SpeedTest/8207/AMD-Radeon-HD-6570
GPU,AMD,Radeon HD 6630M,4.73,RADEON,,6630,https://gpu.userbenchmark.com/SpeedTest/9654/AMD-RadeonTM-HD-6630M
GPU,Intel,HD 530 (Desktop Skylake),4.64,,,530,https://gpu.userbenchmark.com/SpeedTest/33102/IntelR-HD-Graphics-530
GPU,Intel,HD 530 (Mobile Skylake),4.57,,,530,https://gpu.userbenchmark.com/SpeedTest/34955/IntelR-HD-Graphics-530
GPU,Intel,HD 620 (Mobile Kaby Lake),4.54,,,620,https://gpu.userbenchmark.com/SpeedTest/153579/IntelR-HD-Graphics-620
GPU,AMD,Radeon HD 7670M,4.44,RADEON,,7670,https://gpu.userbenchmark.com/SpeedTest/7810/AMD-Radeon-HD-7670M
GPU,Nvidia,GeForce GTS 360M,4.41,GEFORCE,,360,https://gpu.userbenchmark.com/SpeedTest/9128/NVIDIA-GeForce-GTS-360M
GPU,AMD,Radeon HD 5570,4.36,RADEON,,5570,https://gpu.userbenchmark.com/SpeedTest/7686/AMD-Radeon-HD-5570
GPU,AMD,Mobility Radeon HD 5730,4.36,RADEON,,5730,https://gpu.userbenchmark.com/SpeedTest/9994/ATI-Mobility-Radeon-HD-5730
GPU,Nvidia,GeForce GT 555M,4.34,GEFORCE,,555,https://gpu.userbenchmark.com/SpeedTest/8224/NVIDIA-GeForce-GT-555M
GPU,AMD,Radeon HD 7660G,4.31,RADEON,,7660,https://gpu.userbenchmark.com/SpeedTest/8022/AMD-Radeon-HD-7660G
GPU,AMD,Radeon HD 7600M,4.3,RADEON,,7600,https://gpu.userbenchmark.com/SpeedTest/9552/AMD-Radeon-HD-7600M
GPU,ATI,Mobility Radeon HD 4670,4.27,RADEON,,4670,https://gpu.userbenchmark.com/SpeedTest/7888/ATI-Mobility-Radeon-HD-4670
GPU,Intel,HD 520 (Mobile Skylake),4.2,,,520,https://gpu.userbenchmark.com/SpeedTest/36797/IntelR-HD-Graphics-520
GPU,Nvidia,GeForce 9600 GT,4.13,GEFORCE,,9600,https://gpu.userbenchmark.com/SpeedTest/7677/NVIDIA-GeForce-9600-GT
GPU,Nvidia,Quadro FX 4600,4.08,QUADRO,,4600,https://gpu.userbenchmark.com/SpeedTest/8232/NVIDIA-Quadro-FX-4600
GPU,Nvidia,GeForce 9800M GTS,4.08,GEFORCE,,9800,https://gpu.userbenchmark.com/SpeedTest/12939/NVIDIA-GeForce-9800M-GTS
GPU,Nvidia,GeForce 8800 GTS,4.06,GEFORCE,,8800,https://gpu.userbenchmark.com/SpeedTest/7808/NVIDIA-GeForce-8800-GTS
GPU,Nvidia,GeForce GT 240,4.05,GEFORCE,,240,https://gpu.userbenchmark.com/SpeedTest/7947/NVIDIA-GeForce-GT-240
GPU,Intel,Iris Pro HD 5100 (Mobile 1.1 GHz),4.04,,,5100,https://gpu.userbenchmark.com/SpeedTest/8813/IntelR-IrisTM-Graphics-5100
GPU,Nvidia,GeForce GT 720,4.01,GEFORCE,,720,https://gpu.userbenchmark.com/SpeedTest/12696/NVIDIA-GeForce-GT-720
GPU,AMD,Radeon HD 7650M,3.96,RADEON,,7650,https://gpu.userbenchmark.com/SpeedTest/10887/AMD-Radeon-HD-7650M
GPU,AMD,Radeon HD 8570D,3.93,RADEON,,8570,https://gpu.userbenchmark.com/SpeedTest/9112/AMD-Radeon-HD-8570D
GPU,Nvidia,GeForce GT 230,3.89,GEFORCE,,230,https://gpu.userbenchmark.com/SpeedTest/8245/NVIDIA-GeForce-GT-230
GPU,Intel,HD P4000 (Server 1.25 GHz),3.89,,,4000,https://gpu.userbenchmark.com/SpeedTest/8592/IntelR-HD-Graphics-P4000
GPU,AMD,Radeon HD 7560D,3.87,RADEON,,7560,https://gpu.userbenchmark.com/SpeedTest/8826/AMD-Radeon-HD-7560D
GPU,Nvidia,GeForce GT 440,3.8,GEFORCE,,440,https://gpu.userbenchmark.com/SpeedTest/7783/NVIDIA-GeForce-GT-440
GPU,Nvidia,GeForce 820M,3.79,GEFORCE,,820,https://gpu.userbenchmark.com/SpeedTest/9527/NVIDIA-GeForce-820M
GPU,AMD,Radeon HD 8610G,3.69,RADEON,,8610,https://gpu.userbenchmark.com/SpeedTest/8531/AMD-Radeon-HD-8610G
GPU,Nvidia,NVS 5400M,3.69,,,5400,https://gpu.userbenchmark.com/SpeedTest/7907/NVIDIA-NVS-5400M
GPU,Nvidia,GeForce 9800M-GS,3.65,GEFORCE,,9800,https://gpu.userbenchmark.com/SpeedTest/9719/NVIDIA-GeForce-9800M-GS
GPU,AMD,Radeon HD 7500M,3.63,RADEON,,7500,https://gpu.userbenchmark.com/SpeedTest/8602/AMD-Radeon-HD-7500M7600M
GPU,Nvidia,GeForce GT 630,3.62,GEFORCE,,630,https://gpu.userbenchmark.com/SpeedTest/7766/NVIDIA-GeForce-GT-630
GPU,AMD,Radeon HD 6550D,3.61,RADEON,,6550,https://gpu.userbenchmark.com/SpeedTest/9223/AMD-Radeon-HD-6550D
GPU,ATI,Radeon HD 4670,3.57,RADEON,,4670,https://gpu.userbenchmark.com/SpeedTest/8077/ATI-Radeon-HD-4600
GPU,Nvidia,GeForce GTS 250M,3.57,GEFORCE,,250,https://gpu.userbenchmark.com/SpeedTest/8494/NVIDIA-GeForce-GTS-250M
GPU,Nvidia,Quadro FX 1800,3.56,QUADRO,,1800,https://gpu.userbenchmark.com/SpeedTest/7957/NVIDIA-Quadro-FX-1800
GPU,Intel,HD 5500 (Mobile 0.95 GHz),3.56,,,5500,https://gpu.userbenchmark.com/SpeedTest/16570/IntelR-HD-Graphics-5500
GPU,Nvidia,GeForce GT 720M,3.55,GEFORCE,,720,https://gpu.userbenchmark.com/SpeedTest/7921/NVIDIA-GeForce-GT-720M
GPU,AMD,Radeon HD 7610M,3.51,RADEON,,7610,https://gpu.userbenchmark.com/SpeedTest/11031/AMD-Radeon-HD-7610M
GPU,Nvidia,GeForce GT 550M,3.51,GEFORCE,,550,https://gpu.userbenchmark.com/SpeedTest/8663/NVIDIA-GeForce-GT-550M
GPU,Nvidia,GeForce 710M,3.48,GEFORCE,,710,https://gpu.userbenchmark.com/SpeedTest/10751/NVIDIA-GeForce-710M
GPU,AMD,Radeon HD 8550G,3.48,RADEON,,8550,https://gpu.userbenchmark.com/SpeedTest/7799/AMD-Radeon-HD-8550G
GPU,AMD,Radeon HD 6500M,3.47,RADEON,,6500,https://gpu.userbenchmark.com/SpeedTest/7936/AMD-Radeon-HD-6500M56005700
GPU,Nvidia,GeForce GT 320,3.45,GEFORCE,,320,https://gpu.userbenchmark.com/SpeedTest/11866/NVIDIA-GeForce-GT-320
GPU,Intel,HD 5000 (Mobile 1.0/1.1 GHz),3.44,,,5000,https://gpu.userbenchmark.com/SpeedTest/8536/IntelR-HD-Graphics-5000
GPU,Nvidia,Quadro FX 3600M,3.44,QUADRO,,3600,https://gpu.userbenchmark.com/SpeedTest/9773/NVIDIA-Quadro-FX-3600M
GPU,Nvidia,GeForce GT 710,3.43,GEFORCE,,710,https://gpu.userbenchmark.com/SpeedTest/77649/NVIDIA-GeForce-GT-710
GPU,AMD,Radeon HD 8510G,3.42,RADEON,,8510,https://gpu.userbenchmark.com/SpeedTest/9309/AMD-Radeon-HD-8510G
GPU,Intel,HD 615 (Mobile Kaby Lake),3.4,,,615,https://gpu.userbenchmark.com/SpeedTest/193629/IntelR-HD-Graphics-615
GPU,Nvidia,Quadro K600,3.4,QUADRO,,600,https://gpu.userbenchmark.com/SpeedTest/8080/NVIDIA-Quadro-K600
GPU,Nvidia,GeForce GT 635M,3.35,GEFORCE,,635,https://gpu.userbenchmark.com/SpeedTest/8120/NVIDIA-GeForce-GT-635M
GPU,Nvidia,Quadro K1000M,3.33,QUADRO,,1000,https://gpu.userbenchmark.com/SpeedTest/7800/NVIDIA-Quadro-K1000M
GPU,Intel,HD Graphics P4600,3.32,,,4600,https://gpu.userbenchmark.com/SpeedTest/18483/IntelR-HD-Graphics-P4600
GPU,AMD,Radeon HD 7640G,3.31,RADEON,,7640,https://gpu.userbenchmark.com/SpeedTest/7903/AMD-Radeon-HD-7640G
GPU,Nvidia,GeForce GT620M,3.31,GEFORCE,,620,https://gpu.userbenchmark.com/SpeedTest/13398/NVIDIA-GeForce-GT620M
GPU,Nvidia,GeForce GT 630M,3.3,GEFORCE,,630,https://gpu.userbenchmark.com/SpeedTest/7814/NVIDIA-GeForce-GT-630M
GPU,Nvidia,GeForce GT625M,3.3,GEFORCE,,625,https://gpu.userbenchmark.com/SpeedTest/25295/NVIDIA-GeForce-GT625M
GPU,Nvidia,GeForce GT 530,3.29,GEFORCE,,530,https://gpu.userbenchmark.com/SpeedTest/8407/NVIDIA-GeForce-GT-530
GPU,AMD,Radeon HD 5500,3.26,RADEON,,5500,https://gpu.userbenchmark.com/SpeedTest/8853/AMD-Radeon-HD-5500
GPU,ATI,Mobility Radeon HD 4650,3.21,RADEON,,4650,https://gpu.userbenchmark.com/SpeedTest/7667/ATI-Mobility-Radeon-HD-4650
GPU,Nvidia,Quadro 1000M,3.21,QUADRO,,1000,https://gpu.userbenchmark.com/SpeedTest/7836/NVIDIA-Quadro-1000M
