Type,Brand,Model,Benchmark,Size,Model_Type,URL
SSD,Corsair,Force MP500 NVMe PCIe M.2 240GB,151.0,240GB,M.2,https://ssd.userbenchmark.com/SpeedTest/213562/Force-MP500
SSD,Toshiba,THNSN5128GPU7 NVMe PCIe M.2 128GB,150.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/38688/NVMe-THNSN5128GPU7-TO
SSD,Apple,SM0256G PCIe 251GB,149.0,251GB,PCIe,https://ssd.userbenchmark.com/SpeedTest/25442/APPLE-SSD-SM0256G
SSD,MyDigitalSSD,BPX NVMe PCIe M.2 240GB,149.0,240GB,M.2,https://ssd.userbenchmark.com/SpeedTest/211350/BPX
SSD,Toshiba,THNSN5256GPU7 NVMe PCIe M.2 256GB,148.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/36660/NVMe-THNSN5256GPU7-TO
SSD,Mushkin,Pilot NVMe PCIe M.2 120GB,148.0,120GB,M.2,https://ssd.userbenchmark.com/SpeedTest/533910/MKNSSDPL120GB-D8
SSD,Plextor,M8Se NVMe PCIe M.2 1TB,145.0,1TB,M.2,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,Plextor,M8Se NVMe PCIe M.2 1TB,145.0,1TB,M.2,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,Plextor,M8Se NVMe PCIe M.2 1TB,145.0,1TB,M.2,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,Toshiba,XG5 NVMe PCIe M.2 512GB,145.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/359770/KXG50ZNV512G-NVMe-TOSHIBA-512GB
SSD,Plextor,M8Se NVMe PCIe M.2 512GB,145.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,Plextor,M8Se NVMe PCIe M.2 512GB,145.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,Plextor,M8Se NVMe PCIe M.2 512GB,145.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,Kingston,HyperX Predator AHCI PCIe M.2 480GB,144.0,480GB,M.2,https://ssd.userbenchmark.com/SpeedTest/27251/Kingston-SHPM2280P2480G
SSD,Plextor,M8Pe NVMe PCIe M.2 128GB,143.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/171560/PLEXTOR-PX-128M8PeG
SSD,Adata,XPG SX8000 NVMe PCIe M.2 256GB,143.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/209005/NVMe-ADATA-SX8000NP
SSD,Patriot,Hellfire NVMe PCIe M.2 240GB,142.0,240GB,M.2,https://ssd.userbenchmark.com/SpeedTest/179778/Patriot-Hellfire-M2
SSD,Samsung,PM951 NVMe PCIe M.2 512GB,140.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/37633/NVMe-PM951-NVMe-SAMSU
SSD,HP,EX900 NVMe PCIe M.2 120GB,139.0,120GB,M.2,https://ssd.userbenchmark.com/SpeedTest/489362/HP-SSD-EX900-120GB
SSD,OCZ,RevoDrive 350 PCIe 480GB,139.0,480GB,PCIe,https://ssd.userbenchmark.com/SpeedTest/13514/OCZ-REVODRIVE350
SSD,MyDigitalSSD,BPX NVMe PCIe M.2 120GB,138.0,120GB,M.2,https://ssd.userbenchmark.com/SpeedTest/217777/BPX
SSD,Plextor,M8Se NVMe PCIe M.2 256GB,137.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,Plextor,M8Se NVMe PCIe M.2 256GB,137.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,Plextor,M8Se NVMe PCIe M.2 256GB,137.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,Kingston,KC1000 NVMe PCIe M.2 240GB,136.0,240GB,M.2,https://ssd.userbenchmark.com/SpeedTest/312458/KINGSTON-SKC1000240G
SSD,Kingston,A1000 NVMe PCIe M.2 480GB,134.0,480GB,M.2,https://ssd.userbenchmark.com/SpeedTest/492906/KINGSTON-SA1000M8480G
SSD,Samsung,XP941 PCIe M.2 256GB,133.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/4625/SAMSUNG-MZHPU256HCGL-00000
SSD,Intel,760p Series NVMe PCIe M.2 128GB,132.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/446913/INTEL-SSDPEKKW128G8
SSD,Kingston,HyperX Predator AHCI PCIe M.2 240GB,131.0,240GB,M.2,https://ssd.userbenchmark.com/SpeedTest/26065/Kingston-SHPM2280P2240G
SSD,WD,Black NVMe PCIe M.2 512GB (2017),131.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/251339/WDC-WDS512G1X0C-00ENX0
SSD,Kingston,A1000 NVMe PCIe M.2 960GB,130.0,960GB,M.2,https://ssd.userbenchmark.com/SpeedTest/495225/KINGSTON-SA1000M8960G
SSD,Corsair,Force MP500 NVMe PCIe M.2 120GB,128.0,120GB,M.2,https://ssd.userbenchmark.com/SpeedTest/221057/Force-MP500
SSD,Intel,600p Series NVMe PCIe M.2 512GB,128.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/168978/INTEL-SSDPEKKW512G7
SSD,Samsung,XP941 PCIe M.2 512GB,128.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/4874/SAMSUNG-MZHPU512HCGL-00000
SSD,Adata,XPG SX6000 NVMe PCIe M.2 1TB,128.0,1TB,M.2,https://ssd.userbenchmark.com/SpeedTest/471014/ADATA-SX6000NP
SSD,Adata,XPG SX7000 NVMe PCIe M.2 512GB,126.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/318275/NVMe-ADATA-SX7000NP
SSD,MyDigitalSSD,SBX NVMe PCIe M.2 512GB,126.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/438137/SBX
SSD,Toshiba,XG5 NVMe PCIe M.2 256GB,125.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/358656/KXG50ZNV256G-NVMe-TOSHIBA-256GB
SSD,Adata,XPG SX6000 NVMe PCIe M.2 512GB,123.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/410831/ADATA-SX6000NP
SSD,Toshiba, THNSN5512GPUK NVMe PCIe M.2 512GB,122.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/160272/NVMe-THNSN5512GPUK-NV
SSD,WD,Black NVMe PCIe M.2 256GB (2017),121.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/237667/WDC-WDS256G1X0C-00ENX0
SSD,Samsung,PM951 NVMe PCIe M.2 256GB,120.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/37673/NVMe-PM951-NVMe-SAMSU
SSD,Plextor,M6e PCIe 512GB,120.0,512GB,PCIe,https://ssd.userbenchmark.com/SpeedTest/14616/PLEXTOR-PX-AG512M6e
SSD,Adata,XPG SX6000 NVMe PCIe M.2 256GB,119.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/387986/ADATA-SX6000NP
SSD,Samsung,870 EVO 4TB,118.0,4TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1465671/Samsung-SSD-870-EVO-4TB
SSD,Intel,Pro 6000p NVMe PCIe M.2 512GB,117.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/289714/INTEL-SSDPEKKF512G7H
SSD,Plextor,M6e  PCIe M.2 256GB,117.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/12059/PLEXTOR-PX-G256M6e
SSD,Plextor,M8Se NVMe PCIe M.2 128GB,116.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,Plextor,M8Se NVMe PCIe M.2 128GB,116.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,Plextor,M8Se NVMe PCIe M.2 128GB,116.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,MyDigitalSSD,SBX NVMe PCIe M.2 1TB,116.0,1TB,M.2,https://ssd.userbenchmark.com/SpeedTest/455228/SBX
SSD,Intel,600p Series NVMe PCIe M.2 256GB,116.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/169054/INTEL-SSDPEKKW256G7
SSD,Adata,XPG SX8000 NVMe PCIe M.2 128GB,115.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/214181/NVMe-ADATA-SX8000NP
SSD,Samsung,870 EVO 2TB,115.0,2TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1463967/Samsung-SSD-870-EVO-2TB
SSD,Adata,XPG SX6000 NVMe PCIe M.2 128GB,113.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/391493/ADATA-SX6000NP
SSD,Samsung,860 Evo 4TB,113.0,4TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/440150/Samsung-SSD-860-EVO-4TB
SSD,Samsung,850 Evo 4TB,113.0,4TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/169156/Samsung-SSD-850-EVO-4TB
SSD,Samsung,860 Evo 2TB,113.0,2TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/430706/Samsung-SSD-860-EVO-2TB
SSD,Plextor,M6e PCIe 256GB,112.0,256GB,PCIe,https://ssd.userbenchmark.com/SpeedTest/7265/PLEXTOR-PX-AG256M6e
SSD,Samsung,860 Evo 1TB,112.0,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/423831/Samsung-SSD-860-EVO-1TB
SSD,Samsung,860 Pro 1TB,112.0,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/434505/Samsung-SSD-860-PRO-1TB
SSD,Samsung,850 Evo 500GB,112.0,500GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-850-Evo-500GB/Rating/3477
SSD,Samsung,870 EVO 1TB,112.0,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1445454/Samsung-SSD-870-EVO-1TB
SSD,Samsung,850 Evo 2TB,112.0,2TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/32539/Samsung-SSD-850-EVO-2TB
SSD,Samsung,860 Pro 4TB,111.0,4TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/552119/Samsung-SSD-860-PRO-4TB
SSD,Samsung,850 Evo 1TB,110.0,1TB,2.5-inch,https://ssd.userbenchmark.com/Samsung-850-Evo-1TB/Rating/3576
SSD,Corsair,Force MP300 NVMe PCIe M.2 240GB,110.0,240GB,M.2,https://ssd.userbenchmark.com/SpeedTest/538791/NVMe-Force-MP300
SSD,Mushkin,Scorpion Deluxe PCIe 240GB,110.0,240GB,PCIe,https://ssd.userbenchmark.com/SpeedTest/18266/Mushkin-Scorpion-Deluxe
SSD,MyDigitalSSD,SBX NVMe PCIe M.2 256GB,110.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/456332/SBX
SSD,Adata,XPG SX7000 NVMe PCIe M.2 256GB,110.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/304438/NVMe-ADATA-SX7000NP
SSD,Plextor,M6e PCIe M.2 128GB,110.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/15095/PLEXTOR-PX-G128M6e
SSD,Samsung,860 Pro 512GB,110.0,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/431483/Samsung-SSD-860-PRO-512GB
SSD,Samsung,XP941 PCIe M.2 128GB,110.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/6251/SAMSUNG-MZHPU128HCGM-00000
SSD,Samsung,860 Pro 256GB,109.0,256GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-860-Pro-256GB/Rating/3950
SSD,Toshiba, THNSN5256GPUK NVMe PCIe M.2 256GB,109.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/202063/THNSN5256GPUK-TOSHIBA
SSD,Kingston,A1000 NVMe PCIe M.2 240GB,108.0,240GB,M.2,https://ssd.userbenchmark.com/SpeedTest/497453/KINGSTON-SA1000M8240G
SSD,Samsung,850 Pro 2TB,108.0,2TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/38860/Samsung-SSD-850-PRO-2TB
SSD,Crucial,MX500 2TB,108.0,2TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/421719/CT2000MX500SSD1
SSD,Intel,545s Series 512GB,107.0,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/302752/INTEL-SSDSC2KW512G8
SSD,Adata,Ultimate SU800 2TB,106.0,2TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/584479/ADATA-SU800
SSD,Crucial,MX500 1TB,106.0,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/406099/CT1000MX500SSD1
SSD,Samsung,MZFLV512 NVMe PCIe M.2 512GB,106.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/36829/NVMe-SAMSUNG-MZFLV512
SSD,Crucial,MX500 500GB,106.0,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/418385/CT500MX500SSD1
SSD,Transcend,MTE820 NVMe PCIe M.2 256GB,106.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/437614/TS256GMTE820
SSD,Samsung,860 Evo 500GB,105.0,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/428560/Samsung-SSD-860-EVO-500GB
SSD,Samsung,840 Evo 1TB,105.0,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1436/Samsung-SSD-840-EVO
SSD,Samsung,870 QVO 4TB,105.0,4TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1243154/Samsung-SSD-870-QVO-4TB
SSD,Samsung,870 QVO 4TB,105.0,4TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1243154/Samsung-SSD-870-QVO-4TB
SSD,Samsung,850 Pro 1TB,105.0,1TB,2.5-inch,https://ssd.userbenchmark.com/Samsung-850-Pro-1TB/Rating/3577
SSD,Samsung,870 QVO 8TB,105.0,8TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1280660/Samsung-SSD-870-QVO-8TB
SSD,Samsung,870 QVO 8TB,105.0,8TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1280660/Samsung-SSD-870-QVO-8TB
SSD,Gigabyte,NVMe PCIe M.2 256GB,104.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/599447/GIGABYTE-GP-GSM2NE8256GNTD
SSD,Samsung,870 EVO 500GB,104.0,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/972228/Samsung-SSD-870-EVO-500GB
SSD,Intel,Pro 6000p NVMe PCIe M.2 256GB,104.0,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/304420/INTEL-SSDPEKKF256G7H
SSD,Adata,Ultimate SU800 1TB,104.0,1TB,2.5-inch,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-1TB/Rating/3914
SSD,Samsung,840 Evo 750GB,104.0,750GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2175/Samsung-SSD-840-EVO-750GB
SSD,Adata,Ultimate SU800 512GB,104.0,512GB,2.5-inch,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-512GB/Rating/3913
SSD,Samsung,860 Evo 250GB,104.0,250GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-860-Evo-250GB/Rating/3949
SSD,Samsung,850 Evo 250GB,103.0,250GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-850-Evo-250GB/Rating/2977
SSD,Samsung,840 Evo 500GB,103.0,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1519/Samsung-SSD-840-EVO-500GB
SSD,Samsung,750 EVO 500GB,103.0,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/143302/Samsung-SSD-750-EVO-500GB
SSD,Crucial,BX300 480GB,102.0,480GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-BX300-480GB/Rating/3947
SSD,Samsung,870 QVO 2TB,102.0,2TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1260265/Samsung-SSD-870-QVO-2TB
SSD,Samsung,870 QVO 2TB,102.0,2TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1260265/Samsung-SSD-870-QVO-2TB
SSD,Samsung,850 Pro 256GB,102.0,256GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-850-Pro-256GB/Rating/2385
SSD,Samsung,850 Pro 512GB,102.0,512GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-850-Pro-512GB/Rating/3478
SSD,Samsung,860 QVO 4TB,102.0,4TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,Samsung,860 QVO 4TB,102.0,4TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,Samsung,870 Evo 250GB,101.0,250GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-870-Evo-250GB/Rating/4094
SSD,Crucial,MX500 250GB,101.0,250GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-MX500-250GB/Rating/3951
SSD,HP,S700 Pro 512GB,100.0,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/370902/HP-SSD-S700-Pro
SSD,Samsung,840 Evo mSATA 1TB,100.0,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10394/Samsung-SSD-840-EVO-1TB-mSATA
SSD,Corsair,Force MP300 NVMe PCIe M.2 120GB,99.9,120GB,M.2,https://ssd.userbenchmark.com/SpeedTest/534036/NVMe-Force-MP300
SSD,WD,Blue 3D 1TB,99.8,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/352978/WDC-WDS100T2B0A-00SM50
SSD,SanDisk,Ultra 3D 2TB,99.7,2TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/351750/SanDisk-SDSSDH32000G
SSD,SanDisk,Ultra 3D 500GB,99.1,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/322712/SanDisk-SDSSDH3500G
SSD,Crucial,MX500 4TB,99.0,4TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1674512/CT4000MX500SSD1
SSD,Samsung,850 Pro 128GB,98.7,128GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-850-Pro-128GB/Rating/3483
SSD,Crucial,MX200 SATA M.2 500GB,98.5,500GB,M.2,https://ssd.userbenchmark.com/SpeedTest/23836/Crucial-CT500MX200SSD4
SSD,SanDisk,Ultra 3D 1TB,98.5,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/316514/SanDisk-SDSSDH31000G
SSD,WD,Blue 3D SATA M.2 1TB,98.0,1TB,M.2,https://ssd.userbenchmark.com/SpeedTest/342470/WDC-WDS100T2B0B-00YS70
SSD,Intel,Pro 6000p NVMe PCIe M.2 360GB,97.9,360GB,M.2,https://ssd.userbenchmark.com/SpeedTest/296966/INTEL-SSDPEKKF360G7H
SSD,Samsung,860 QVO 2TB,97.9,2TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,Samsung,860 QVO 2TB,97.9,2TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,Intel,600p Series NVMe PCIe M.2 128GB,97.5,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/170119/INTEL-SSDPEKKW128G7
SSD,Toshiba,OCZ VT180 960GB,97.1,960GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/171904/TOSHIBA-VT180
SSD,WD,Blue 3D 2TB,96.9,2TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/373739/WDC-WDS200T2B0A-00SM50
SSD,WD,Blue 3D SATA M.2 500GB,96.8,500GB,M.2,https://ssd.userbenchmark.com/SpeedTest/325788/WDC-WDS500G2B0B-00YS70
SSD,WD,Blue 3D 500GB,96.7,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/337874/WDC-WDS500G2B0A-00SM50
SSD,Samsung,840 Pro 512GB,96.3,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2708/Samsung-SSD-840-PRO-Series
SSD,HP,S700 Pro 1TB,96.2,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/387205/HP-SSD-S700-Pro-1TB
SSD,Samsung,850 Evo 120GB,96.0,120GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-850-Evo-120GB/Rating/3484
SSD,Crucial,MX200 SATA M.2 250GB,96.0,250GB,M.2,https://ssd.userbenchmark.com/SpeedTest/23955/Crucial-CT250MX200SSD4
SSD,Intel,730 Series 480GB,95.9,480GB,2.5-inch,https://ssd.userbenchmark.com/Intel-730-Series-480GB/Rating/3479
SSD,Samsung,840 Evo 250GB,95.9,250GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-840-Evo-250GB/Rating/1594
SSD,Intel,545s Series 256GB,95.5,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/299881/INTEL-SSDSC2KW256G8
SSD,OCZ,Vector 150 480GB,95.2,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7037/OCZ-VECTOR150
SSD,Samsung,840 Pro 256GB,95.0,256GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-840-Pro-256GB/Rating/1408
SSD,Crucial,MX200 250GB,94.8,250GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-MX200-250GB/Rating/3196
SSD,Samsung,840 Evo mSATA 500GB,94.7,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10255/Samsung-SSD-840-EVO-500GB-mSATA
SSD,Samsung,870 QVO 1TB,94.6,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1218310/Samsung-SSD-870-QVO-1TB
SSD,Samsung,870 QVO 1TB,94.6,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1218310/Samsung-SSD-870-QVO-1TB
SSD,Crucial,BX300 240GB,94.5,240GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-BX300-240GB/Rating/3946
SSD,Samsung,750 EVO 250GB,94.4,250GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/71929/Samsung-SSD-750-EVO-250GB
SSD,Mushkin,Scorpion Deluxe PCIe 480GB,94.1,480GB,PCIe,https://ssd.userbenchmark.com/SpeedTest/11924/Mushkin-Scorpion-Deluxe
SSD,Plextor,M6 Pro 256GB,94.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/14560/PLEXTOR-PX-256M6Pro
SSD,OCZ,Vector 512GB,93.9,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1810/OCZ-VECTOR
SSD,Toshiba,OCZ VT180 240GB,93.9,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/171243/TOSHIBA-VT180
SSD,Crucial,BX100 1TB,93.8,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/22670/CT1000BX100SSD1
SSD,Plextor,M6 Pro 512GB,93.8,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/15117/PLEXTOR-PX-512M6Pro
SSD,SanDisk,Extreme Pro 960GB,93.6,960GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-960GB/Rating/3581
SSD,Corsair,Neutron XT 960GB,93.4,960GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/23267/Corsair-Neutron-XT-SSD
SSD,MyDigitalSSD,SBX NVMe PCIe M.2 128GB,93.3,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/431053/SBX
SSD,SanDisk,Extreme Pro 480GB,93.2,480GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-480GB/Rating/3476
SSD,OCZ,RevoDrive 3 X2 PCIe 480GB,93.1,480GB,PCIe,https://ssd.userbenchmark.com/SpeedTest/8804/OCZ-REVODRIVE3-X2
SSD,Plextor,M6V 512GB,92.9,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/31388/PLEXTOR-PX-512M6V
SSD,PNY,CS1311 960GB,92.7,960GB,2.5-inch,https://ssd.userbenchmark.com/PNY-CS1311-960GB/Rating/3617
SSD,Samsung,750 EVO 120GB,92.7,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/42465/Samsung-SSD-750-EVO-120GB
SSD,OCZ,Vector 256GB,92.6,256GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vector-256GB/Rating/1424
SSD,Toshiba,OCZ VT180 480GB,92.5,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/146334/TOSHIBA-VT180
SSD,Crucial,M550 SATA M.2 256GB,92.5,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/12143/Crucial-CT256M550SSD4
SSD,Crucial,M550 512GB,92.5,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7172/Crucial-CT512M550SSD1
SSD,Crucial,M550 SATA M.2 512GB,92.4,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/15375/Crucial-CT512M550SSD4
SSD,PNY,CS2211 480GB,92.2,480GB,2.5-inch,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,PNY,CS2211 480GB,92.2,480GB,2.5-inch,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,OCZ,Vector 180 960GB,92.1,960GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/30972/OCZ-VECTOR180
SSD,HP,S700 Pro 256GB,92.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/366058/HP-SSD-S700-Pro
SSD,OCZ,Vertex 460A 240GB,92.1,240GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vertex-460A-240GB/Rating/3147
SSD,SanDisk,Extreme Pro 240GB,91.7,240GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-240GB/Rating/2356
SSD,SanDisk,Extreme II 480GB,91.6,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2135/SanDisk-SDSSDXP480G
SSD,Crucial,BX100 500GB,91.6,500GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-BX100-500GB/Rating/3474
SSD,Crucial,MX300 1TB,91.4,1TB,2.5-inch,https://ssd.userbenchmark.com/Crucial-MX300-1TB/Rating/3645
SSD,Samsung,840 Evo 120GB,91.4,120GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-840-Evo-120GB/Rating/1886
SSD,OCZ,Vector 180 480GB,91.1,480GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vector-180-480GB/Rating/3508
SSD,OCZ,Vertex 4 256GB,90.8,256GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vertex-4-256GB/Rating/1315
SSD,Corsair,Neutron XT 240GB,90.7,240GB,2.5-inch,https://ssd.userbenchmark.com/Corsair-Neutron-XT-240GB/Rating/3277
SSD,OCZ,Vertex 460A 480GB,90.7,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/21677/OCZ-VERTEX460A
SSD,Adata,Ultimate SU800 256GB,90.7,256GB,2.5-inch,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-256GB/Rating/3912
SSD,PNY,CS2211 960GB,90.6,960GB,2.5-inch,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
